GOLD Annotated?	Index	Sentence	Entity	Character Offsets	GOLD Flat Grounding	GOLD Flat Grounding Score	GOLD Concept Grounding	GOLD Concept Score	GOLD Process Grounding	GOLD Process Score	GOLD Property Grounding	GOLD Property Score
	931	But this is not so much because of fighting per se as it is because Khartoum's aerial violence relentlessly targets civilians; and this in turn has created such a staggering figure for people in acute distress.	because of fighting per se as it is because Khartoum's aerial violence relentlessly targets civilians;	Interval(24, 126)	wm/concept/causal_factor/social_and_political/conflict/attack	0.81128603	None	None	None	None	None	None
	931	But this is not so much because of fighting per se as it is because Khartoum's aerial violence relentlessly targets civilians; and this in turn has created such a staggering figure for people in acute distress.	of fighting per se as it is because Khartoum's aerial violence relentlessly targets civilians	Interval(32, 125)	wm/concept/causal_factor/social_and_political/conflict/attack	0.81128603	wm_compositional/concept/causal_factor/social_and_political/security/conflict/war	0.7279488	wm_compositional/process/conflict/attack	0.5774519	None	None
	932	The bombings triggered fears of a new wave of attacks in the region by al-Shabaab , although a U.S. intelligence official told the Washington Times that `` this does not move the needle '' on concerns about a possible strike in the United States by the group , which has recruited U.S. citizens as fighters .	bombings	Interval(4, 12)	wm/concept/causal_factor/social_and_political/conflict/terrorism	0.8026286	wm_compositional/concept/causal_factor/social_and_political/security/conflict/terrorism	0.64291996	None	None	None	None
	932	The bombings triggered fears of a new wave of attacks in the region by al-Shabaab , although a U.S. intelligence official told the Washington Times that `` this does not move the needle '' on concerns about a possible strike in the United States by the group , which has recruited U.S. citizens as fighters .	fears of a new wave of attacks in the region	Interval(23, 67)	wm/concept/causal_factor/social_and_political/conflict/attack	0.73574173	wm_compositional/concept/causal_factor/social_and_political/security/conflict/war	0.6989398	wm_compositional/process/conflict/attack	0.8998245	None	None
	933	Addressing the constraint faced by private investors at large requires a truly enabling business environment, enhanced coordination within the various sectors in the government, an effective forum for the private sector to voice its concerns and some policy and practical measures.	business environment	Interval(88, 108)	wm/concept/causal_factor/environmental/environment	0.8559152	wm_compositional/concept/causal_factor/environment/	1.0000001	wm_compositional/process/environment/	1.0000001	None	None
	933	Addressing the constraint faced by private investors at large requires a truly enabling business environment, enhanced coordination within the various sectors in the government, an effective forum for the private sector to voice its concerns and some policy and practical measures.	coordination within the various sectors in the government	Interval(119, 176)	wm/concept/causal_factor/social_and_political/government/	0.7764855	wm_compositional/concept/causal_factor/intervention/humanitarian assistance	0.52484727	wm_compositional/process/access/access	0.516283	None	None
	934	Former Northern Bahr el Ghazal state is facing severe food insecurity caused by high food prices and diminished household purchasing power.	prices	Interval(90, 96)	wm/concept/causal_factor/economic_and_commerce/economic_activity/market/price_or_cost/	0.9282232	wm_compositional/concept/causal_factor/social_and_political/humanitarian/food	1.0000001	wm_compositional/process/economic/consumption	0.5035498	wm_compositional/property/price	1.0
	934	Former Northern Bahr el Ghazal state is facing severe food insecurity caused by high food prices and diminished household purchasing power.	insecurity	Interval(59, 69)	wm/concept/causal_factor/social_and_political/threat/physical_insecurity	0.8193162	wm_compositional/concept/causal_factor/social_and_political/humanitarian/food	1.0000001	wm_compositional/process/conflict/	0.5429774	wm_compositional/property/security	1.0
	935	The market trades in beans, sesame, coffee, maize and wheat.	The market	Interval(0, 10)	wm/concept/causal_factor/economic_and_commerce/economic_activity/market/	1.0000002	wm_compositional/concept/causal_factor/economic_and_commerce/economic activity/market/	1.0000002	wm_compositional/process/economic/	0.5867855	None	None
	935	The market trades in beans, sesame, coffee, maize and wheat.	beans, sesame, coffee, maize and wheat	Interval(21, 59)	wm/concept/causal_factor/agriculture/crop_production	0.8905243	wm_compositional/concept/causal_factor/agriculture/crop	0.8307437	wm_compositional/process/agriculture/harvesting	0.5035006	None	None
	936	The impact of land inheritance on employment in the nonagricultural sector is also larger in the IV results, and also significant at the 0.01 level; a 10 percent increase in land inheritance leads to a 4.1 percentage point increase in employment in the nonagricultural sector, or a 21.6 percent increase relative to the variable s mean.	employment	Interval(34, 44)	wm/concept/causal_factor/economic_and_commerce/economic_activity/market/labor_market	0.78226966	wm_compositional/concept/causal_factor/economic_and_commerce/economic activity/market/labor_market	0.8046125	wm_compositional/process/economic/	0.5674418	None	None
	936	The impact of land inheritance on employment in the nonagricultural sector is also larger in the IV results, and also significant at the 0.01 level; a 10 percent increase in land inheritance leads to a 4.1 percentage point increase in employment in the nonagricultural sector, or a 21.6 percent increase relative to the variable s mean.	The impact	Interval(0, 10)	wm/concept/causal_factor/interventions/provision_of_goods_and_services/public_information_campaigns_on_explosive_hazards	0.7112879	wm_compositional/concept/causal_factor/environment/natural_resources/land	0.8644361	wm_compositional/process/economic/	0.6390533	None	None
	937	For most of the 20 years it's been in Somalia, Save the Children has focused on the south-central part of the country.	the Children	Interval(52, 64)	wm/concept/causal_factor/interventions/provision_of_goods_and_services/infant_and_young_child_feeding_support	0.7515354	wm_compositional/concept/causal_factor/intervention/provision of goods and services/education/child friendly learning spaces	0.678025	None	None	None	None
	937	For most of the 20 years it's been in Somalia, Save the Children has focused on the south-central part of the country.	Save the Children has focused on the south-central part of the country	Interval(47, 117)	wm/concept/causal_factor/health_and_life/basic_needs	0.7767439	None	None	None	None	None	None
	938	Peaceful protests have deteriorated and led to the loss of lives and property.	Peaceful protests	Interval(0, 17)	wm/concept/causal_factor/social_and_political/conflict/demonstrate	0.77322686	wm_compositional/concept/causal_factor/social_and_political/security/conflict/demonstrate	0.79567367	None	None	None	None
	938	Peaceful protests have deteriorated and led to the loss of lives and property.	to the loss of lives and property	Interval(44, 77)	wm/concept/causal_factor/health_and_life/	0.76705515	wm_compositional/concept/causal_factor/economic_and_commerce/economic activity/market/assets	0.81304055	wm_compositional/process/migration/emigration	0.53432405	None	None
	939	Additionally, rural households may experience limited Season B cultivation due to conflict-related population movements, particularly in the Kasais where about 20 percent of the rural population (1,720,000 people) are displaced, as well as damages from pests, including the Fall Armyworm.	to conflict-related population movements	Interval(79, 119)	wm/concept/causal_factor/movement/	0.8028034	wm_compositional/concept/causal_factor/indicator_and_reported_property/conflict/population displacement	0.81911075	wm_compositional/process/migration/migration	0.6598734	None	None
	939	Additionally, rural households may experience limited Season B cultivation due to conflict-related population movements, particularly in the Kasais where about 20 percent of the rural population (1,720,000 people) are displaced, as well as damages from pests, including the Fall Armyworm.	cultivation due to conflict-related population movements	Interval(63, 119)	wm/concept/causal_factor/social_and_political/population_group/population_density	0.7334034	wm_compositional/concept/causal_factor/time/temporal/season	0.8719877	wm_compositional/process/agriculture/cultivating	0.81855613	None	None
	940	Here you have the advanced countries trying to undermine a global effort to stop tax avoidance.	a global effort	Interval(57, 72)	wm/concept/causal_factor/crisis_and_disaster/economic/economic_crisis	0.6466609	wm_compositional/concept/causal_factor/intervention/humanitarian assistance	0.5895827	wm_compositional/process/migration/migration	0.5001884	None	None
	940	Here you have the advanced countries trying to undermine a global effort to stop tax avoidance.	tax	Interval(81, 84)	wm/concept/causal_factor/social_and_political/government/tax_duty	0.8801526	wm_compositional/concept/causal_factor/social_and_political/government/tax_duty	0.81276214	wm_compositional/process/economic/depreciation	0.54722536	None	None
	941	Some households , on the other hand , have increased pesticide use as a strategy to reduce labor demand in the face of labor supply constraints due to competition from gold mining .	competition from gold mining	Interval(151, 179)	wm/concept/causal_factor/economic_and_commerce/economic_activity/competition	0.71143174	None	None	wm_compositional/process/economic/competition	1.0000002	None	None
	941	Some households , on the other hand , have increased pesticide use as a strategy to reduce labor demand in the face of labor supply constraints due to competition from gold mining .	labor demand	Interval(91, 103)	wm/concept/causal_factor/economic_and_commerce/economic_activity/market/demand/	0.85710573	wm_compositional/concept/causal_factor/economic_and_commerce/economic activity/market/labor_market	0.76362807	wm_compositional/process/access/shortage	0.5848539	wm_compositional/property/demand	1.0
	942	It would reduce evaporation loss, improve water management and enhance rural development in Sudan; and for Egypt it would improve flood control and the flow to the Aswan Dam, reduce evaporation losses by as much as 12 per cent, and by sharply cutting sediment reaching the Aswan Dam, increase its life by up to a hundred years."	cutting	Interval(243, 250)	wm/concept/causal_factor/interventions/provision_of_goods_and_services/mine_clearance	0.48291242	wm_compositional/concept/causal_factor/intervention/provision of goods and services/provide farming tool	0.5373332	None	None	None	None
	942	It would reduce evaporation loss, improve water management and enhance rural development in Sudan; and for Egypt it would improve flood control and the flow to the Aswan Dam, reduce evaporation losses by as much as 12 per cent, and by sharply cutting sediment reaching the Aswan Dam, increase its life by up to a hundred years."	losses	Interval(194, 200)	wm/concept/causal_factor/health_and_life/death	0.60095865	wm_compositional/concept/causal_factor/environment/precipitation/	0.6254388	wm_compositional/process/environment/erosion	0.52198195	None	None
	943	Nigeria was not about to let the oil-rich province go, and in the ensuing fighting, aid agencies were blocked from helping the civilian population.	aid agencies	Interval(84, 96)	wm/concept/causal_factor/interventions/provision_of_goods_and_services/legal_aid_for_displaced_persons	0.7752884	wm_compositional/concept/causal_factor/intervention/humanitarian assistance	0.7800777	None	None	None	None
	943	Nigeria was not about to let the oil-rich province go, and in the ensuing fighting, aid agencies were blocked from helping the civilian population.	the civilian population	Interval(123, 146)	wm/concept/causal_factor/social_and_political/population_group/population_density	0.75798726	wm_compositional/concept/causal_factor/indicator_and_reported_property/conflict/population displacement	0.81911075	wm_compositional/process/economic/	0.50235844	None	None
	944	Canada is providing substantial support to our humanitarian partners responding to the needs of those affected by the conflict and the ongoing food crisis both in Mali and in neighbouring countries.	affected by the conflict and the ongoing food	Interval(102, 147)	wm/concept/causal_factor/interventions/peacekeeping_and_security/conflict_mediation_and_political_dialogue	0.7788503	wm_compositional/concept/causal_factor/social_and_political/security/physical_insecurity	0.5740032	wm_compositional/process/migration/displacement	0.526854	None	None
	944	Canada is providing substantial support to our humanitarian partners responding to the needs of those affected by the conflict and the ongoing food crisis both in Mali and in neighbouring countries.	food	Interval(143, 147)	wm/concept/causal_factor/health_and_life/nutrition/food_intake	1.0000001	wm_compositional/concept/causal_factor/social_and_political/humanitarian/food	1.0000001	wm_compositional/process/economic/consumption	0.5035498	None	None
	945	Inflation , which has been billed by the IMF as the country 's biggest economic challenge , peaked at 36.3 percent last February , and has steadily declined due to rising agricultural output and government subsidies on a number of food items .	rising agricultural output and government subsidies on a number of food items	Interval(164, 241)	wm/concept/causal_factor/economic_and_commerce/economic_activity/market/demand/food_demand	0.8149031	wm_compositional/concept/causal_factor/social_and_political/government/	1.0000002	wm_compositional/process/economic/	0.6576553	None	None
	945	Inflation , which has been billed by the IMF as the country 's biggest economic challenge , peaked at 36.3 percent last February , and has steadily declined due to rising agricultural output and government subsidies on a number of food items .	Inflation	Interval(0, 9)	wm/concept/causal_factor/economic_and_commerce/economic_activity/market/inflation	0.9031914	wm_compositional/concept/causal_factor/crisis_and_disaster/crisis/economic_crisis/	0.63765043	wm_compositional/process/economic/inflation	1.0000002	None	None
	946	However, dryness in May and June, followed by dry spells in July and August, significantly affected these crops.	significantly affected these crops	Interval(77, 111)	wm/concept/causal_factor/crisis_and_disaster/environmental_disasters/crop_failure	0.870719	wm_compositional/concept/causal_factor/social_and_political/security/physical_insecurity	0.5740032	wm_compositional/process/migration/displacement	0.526854	None	None
	946	However, dryness in May and June, followed by dry spells in July and August, significantly affected these crops.	these crops	Interval(100, 111)	wm/concept/causal_factor/crisis_and_disaster/environmental_disasters/crop_failure	0.8691487	wm_compositional/concept/causal_factor/indicator_and_reported_property/agriculture/Crop Production	0.8440721	wm_compositional/process/agriculture/	0.7061723	None	None
	947	The law prohibits human rights organisations in Ethiopia from receiving more than 10% of their funding from foreign sources effectively shutting down human rights groups as they cannot survive without substantial foreign funding.	they cannot survive without substantial foreign funding	Interval(173, 228)	wm/concept/causal_factor/interventions/provision_of_goods_and_services/legal_aid_for_displaced_persons	0.76999384	wm_compositional/concept/causal_factor/health_and_life/basic_needs	0.67753124	wm_compositional/process/migration/immigration	0.5544175	None	None
	947	The law prohibits human rights organisations in Ethiopia from receiving more than 10% of their funding from foreign sources effectively shutting down human rights groups as they cannot survive without substantial foreign funding.	groups as they cannot survive without substantial foreign funding	Interval(163, 228)	wm/concept/causal_factor/interventions/provision_of_goods_and_services/legal_aid_for_displaced_persons	0.7804525	wm_compositional/concept/causal_factor/health_and_life/basic_needs	0.67753124	wm_compositional/process/migration/immigration	0.5544175	None	None
	948	For China's part, an official from the Chinese embassy - speaking on condition of anonymity because he wasn't authorised to talk to the media - said Ethiopia's relative safety, low levels of corruption, efficient bureaucracy, and cheap production costs are driving China's investment.	costs	Interval(247, 252)	wm/concept/causal_factor/economic_and_commerce/economic_activity/market/price_or_cost/	0.92822325	wm_compositional/concept/causal_factor/economic_and_commerce/economic activity/market/revenue	0.6945444	wm_compositional/process/transportation/	0.5213582	wm_compositional/property/price	1.0
	948	For China's part, an official from the Chinese embassy - speaking on condition of anonymity because he wasn't authorised to talk to the media - said Ethiopia's relative safety, low levels of corruption, efficient bureaucracy, and cheap production costs are driving China's investment.	investment	Interval(273, 283)	wm/concept/causal_factor/economic_and_commerce/economic_activity/market/assets	0.75327	wm_compositional/concept/causal_factor/economic_and_commerce/economic activity/market/assets	0.75327	wm_compositional/process/economic/	0.6264779	None	None
	949	The negotiations over South Sudan Civil War have been led by Ethiopia 's former Foreign Minister , Ambassador Seyoum Mesfin in Addis Ababa had also manifested its commitment to ensure peace and stability in the East African region .	negotiations over South Sudan Civil War	Interval(4, 43)	wm/concept/causal_factor/social_and_political/conflict/war	0.7523639	wm_compositional/concept/causal_factor/social_and_political/security/conflict/	0.56169724	wm_compositional/process/conflict/	0.56169724	None	None
	949	The negotiations over South Sudan Civil War have been led by Ethiopia 's former Foreign Minister , Ambassador Seyoum Mesfin in Addis Ababa had also manifested its commitment to ensure peace and stability in the East African region .	had also manifested its commitment to ensure peace and stability in the East African region	Interval(139, 230)	wm/concept/causal_factor/interventions/peacekeeping_and_security/community_level_conflict_resolution	0.7677986	wm_compositional/concept/causal_factor/social_and_political/security/physical_insecurity	0.5464489	None	None	None	None
	950	Prices of wheat , partly imported and mainly consumed in urban areas , increased in most markets and were generally higher than a year earlier .	imported	Interval(25, 33)	wm/concept/causal_factor/economic_and_commerce/economic_activity/cross_border_trade/import/	1.0	None	None	wm_compositional/process/economic/import	0.70680577	None	None
	950	Prices of wheat , partly imported and mainly consumed in urban areas , increased in most markets and were generally higher than a year earlier .	most markets	Interval(84, 96)	wm/concept/causal_factor/economic_and_commerce/economic_activity/market/	0.85640556	wm_compositional/concept/causal_factor/economic_and_commerce/economic activity/market/	0.8683015	wm_compositional/process/economic/	0.6246313	None	None
	951	Nov 17 , 2015 ( UN News Service / All Africa Global Media via COMTEX ) - - With Ethiopia experiencing its worst drought in decades the United Nations is reporting deepening food insecurity and `` severe emaciation and unusual livestock deaths '' as the Organization 's humanitarian wing has allocated $ 17 million in emergency funding to help the Government tackle climate challenges and ensure timely food relief .	United Nations is reporting	Interval(135, 162)	wm/concept/causal_factor/interventions/provision_of_goods_and_services/reporting_and_verification_of_child_rights_violations	0.74080974	wm_compositional/concept/causal_factor/indicator_and_reported_property/	0.589595	wm_compositional/process/management/	0.5037024	None	None
	951	Nov 17 , 2015 ( UN News Service / All Africa Global Media via COMTEX ) - - With Ethiopia experiencing its worst drought in decades the United Nations is reporting deepening food insecurity and `` severe emaciation and unusual livestock deaths '' as the Organization 's humanitarian wing has allocated $ 17 million in emergency funding to help the Government tackle climate challenges and ensure timely food relief .	unusual livestock deaths	Interval(218, 242)	wm/concept/causal_factor/health_and_life/death	0.75060785	wm_compositional/concept/causal_factor/agriculture/livestock	0.90724725	wm_compositional/process/agriculture/	0.6849187	None	None
	952	Natural stresses are an important factor affecting food security, and include climate change, natural resource degradation, and increasingly small plot sizes due to the sub-dividing of land that occurs in each generation.	are an important factor affecting food security, and include climate change, natural resource degradation,	Interval(17, 123)	wm/concept/causal_factor/interventions/provision_of_goods_and_services/food_for_assets	0.81286466	None	None	None	None	None	None
	952	Natural stresses are an important factor affecting food security, and include climate change, natural resource degradation, and increasingly small plot sizes due to the sub-dividing of land that occurs in each generation.	climate change, natural resource degradation,	Interval(78, 123)	wm/concept/causal_factor/environmental/natural_resources/	0.8551881	wm_compositional/concept/causal_factor/environment/natural_resources/	0.833753	wm_compositional/process/environment/erosion	0.58042973	None	None
	953	No credible investigations were initiated by the authorities so the UN set up an international Commission of Inquiry.	by the authorities	Interval(42, 60)	wm/concept/causal_factor/interventions/institutional_support/capacity_building_of_national_authorities_on_human_rights	0.7043141	wm_compositional/concept/causal_factor/social_and_political/government/	0.67745703	wm_compositional/process/conflict/abduction	0.53148913	None	None
	953	No credible investigations were initiated by the authorities so the UN set up an international Commission of Inquiry.	No credible investigations	Interval(0, 26)	wm/concept/causal_factor/interventions/provision_of_goods_and_services/human_rights_monitoring_investigation_and_reporting	0.71777195	wm_compositional/concept/causal_factor/social_and_political/government/regulation	0.5884536	wm_compositional/process/conflict/abduction	0.5015673	None	None
	954	In the Sudan, prices of coarse grains continued to increase in September following seasonal patterns.	seasonal patterns	Interval(83, 100)	wm/concept/causal_factor/environmental/meteorologic/precipitation/storm	0.62224627	None	None	None	None	None	None
	954	In the Sudan, prices of coarse grains continued to increase in September following seasonal patterns.	prices	Interval(14, 20)	wm/concept/causal_factor/economic_and_commerce/economic_activity/market/price_or_cost/	0.9282232	wm_compositional/concept/causal_factor/agriculture/crop	0.6664682	None	None	wm_compositional/property/price	1.0
	955	He spoke of an African country , which he did not name , whose domestic chicken market was dying because of the import of frozen chicken .	import of frozen chicken	Interval(112, 136)	wm/concept/causal_factor/economic_and_commerce/economic_activity/cross_border_trade/import/food_import	0.7099313	wm_compositional/concept/causal_factor/agriculture/crop	0.5972338	wm_compositional/process/economic/import	1.0	None	None
	956	We knew that this was a problem we could do something about -- and felt a moral obligation to the nearly one billion people in the world who suffer from chronic hunger.	chronic hunger	Interval(153, 167)	wm/concept/causal_factor/crisis_and_disaster/famine	0.8451621	wm_compositional/concept/causal_factor/condition/famine	0.85013807	None	None	None	None
	956	We knew that this was a problem we could do something about -- and felt a moral obligation to the nearly one billion people in the world who suffer from chronic hunger.	suffer	Interval(141, 147)	wm/concept/causal_factor/crisis_and_disaster/famine	0.6369148	wm_compositional/concept/causal_factor/health_and_life/death	0.61491585	wm_compositional/process/agriculture/failure	0.54374814	None	None
	957	The response of the U.S. government and its partners to Ethiopias drought and the violence in Aleppo showcase increasing innovation in food assistance programs.	the violence in Aleppo showcase increasing innovation in food assistance programs	Interval(78, 159)	wm/concept/causal_factor/interventions/provision_of_goods_and_services/food_for_work	0.81048304	wm_compositional/concept/causal_factor/intervention/provision of goods and services/health/sexual violence management	0.807945	wm_compositional/process/conflict/	0.67452973	None	None
	957	The response of the U.S. government and its partners to Ethiopias drought and the violence in Aleppo showcase increasing innovation in food assistance programs.	innovation in food assistance programs	Interval(121, 159)	wm/concept/causal_factor/interventions/provision_of_goods_and_services/food_for_work	0.8176945	wm_compositional/concept/causal_factor/economic_and_commerce/	0.56945145	wm_compositional/process/management/development	0.5851035	None	None
	958	: Restrictions on imports, such as essential drugs and medical supplies, indirectly led to 3 the death of the founder of the Yemen Red Crescent movement.	medical supplies	Interval(55, 71)	wm/concept/causal_factor/access/infrastructure_access/medical/	0.837936	wm_compositional/concept/causal_factor/social_and_political/education/educational_materials	0.66259336	wm_compositional/process/management/storage	0.54257965	None	None
	958	: Restrictions on imports, such as essential drugs and medical supplies, indirectly led to 3 the death of the founder of the Yemen Red Crescent movement.	3 the death	Interval(91, 102)	wm/concept/causal_factor/health_and_life/death	0.8833587	wm_compositional/concept/causal_factor/health_and_life/death	0.7663121	wm_compositional/process/migration/migration	0.7486012	None	None
	959	The Italian contractor Salini Construttori which was granted the contract to build the GRD without bidding continued building; French, Swiss, and UK engineering firms competed to sell equipment to Ethiopia to build the dam; and China went on building the electric grid that would carry the power generated.	the electric grid that would carry the power generated	Interval(251, 305)	wm/concept/causal_factor/access/infrastructure_access/electrical	0.8612127	wm_compositional/concept/causal_factor/infrastructure/electrical	0.5261894	None	None	None	None
	959	The Italian contractor Salini Construttori which was granted the contract to build the GRD without bidding continued building; French, Swiss, and UK engineering firms competed to sell equipment to Ethiopia to build the dam; and China went on building the electric grid that would carry the power generated.	the power generated	Interval(286, 305)	wm/concept/causal_factor/access/infrastructure_access/electrical	0.7431266	wm_compositional/concept/causal_factor/infrastructure/electrical	0.6811554	None	None	None	None
	960	New Delhi : Indian companies are likely to double their investment in Ethiopia to the tune of $ 10 billion by 2015 to aid food supply in the country , said the Ethiopian Prime Minister Meles Zenawi .	investment in Ethiopia	Interval(56, 78)	wm/concept/causal_factor/economic_and_commerce/economic_activity/market/assets	0.75327	wm_compositional/concept/causal_factor/economic_and_commerce/economic activity/market/assets	0.75327	wm_compositional/process/economic/	0.6264779	None	None
	960	New Delhi : Indian companies are likely to double their investment in Ethiopia to the tune of $ 10 billion by 2015 to aid food supply in the country , said the Ethiopian Prime Minister Meles Zenawi .	food supply	Interval(122, 133)	wm/concept/causal_factor/economic_and_commerce/economic_activity/market/supply/food_supply	0.9373348	wm_compositional/concept/causal_factor/social_and_political/humanitarian/food	1.0000001	wm_compositional/process/management/storage	0.5279406	wm_compositional/property/supply	1.0
	961	This is counter-productive as the needs assessment method used allows for prediction - theoretically meaning that responses can prevent malnutrition , rather than reacting to it ( when arguably it is already too late ) .	needs assessment method used	Interval(34, 62)	wm/concept/causal_factor/health_and_life/basic_needs	0.77242607	wm_compositional/concept/causal_factor/health_and_life/basic_needs	0.79135376	wm_compositional/process/	0.6105293	None	None
	962	By reducing waterborne and sanitation-related health risks which disproportionately affect the poor , this operation supports the World Bank 's twin goals of ending extreme poverty and promoting shared prosperity .	operation	Interval(108, 117)	wm/concept/causal_factor/interventions/provision_of_goods_and_services/locust_control_operation	0.73779976	wm_compositional/concept/causal_factor/social_and_political/humanitarian/basic_services	0.50670475	wm_compositional/process/	0.5481379	None	None
	962	By reducing waterborne and sanitation-related health risks which disproportionately affect the poor , this operation supports the World Bank 's twin goals of ending extreme poverty and promoting shared prosperity .	waterborne and sanitation-related health risks	Interval(13, 59)	wm/concept/causal_factor/interventions/provision_of_goods_and_services/communicable_disease_outbreak_control	0.7455373	wm_compositional/concept/causal_factor/intervention/provision of goods and services/health/	1.0	wm_compositional/process/agriculture/failure	0.5324134	None	None
	963	Moreover, the livelihood of urban dwellers is highly improving as they rely on various industrial products.	they rely on various industrial products	Interval(66, 106)	wm/concept/causal_factor/interventions/provision_of_goods_and_services/household_solid_waste_management	0.7650232	wm_compositional/concept/causal_factor/health_and_life/basic_needs	0.6221157	None	None	None	None
	963	Moreover, the livelihood of urban dwellers is highly improving as they rely on various industrial products.	the livelihood of urban dwellers is highly improving as they rely on various industrial products	Interval(10, 106)	wm/concept/causal_factor/interventions/provision_of_goods_and_services/household_solid_waste_management	0.7942317	wm_compositional/concept/causal_factor/intervention/provision of goods and services/provide hygiene tool	0.5631703	wm_compositional/process/management/development	0.56388813	None	None
	964	With 52 % reporting humanitarian assistance as the main food source , this suggests that improvements in food access are likely attributable to sustained humanitarian assistance as well as own production , in areas where populations were able to harvest .	sustained humanitarian assistance	Interval(144, 177)	wm/concept/causal_factor/interventions/provision_of_goods_and_services/legal_aid_for_displaced_persons	0.7646411	wm_compositional/concept/causal_factor/intervention/humanitarian assistance	0.7837395	wm_compositional/process/access/access	0.5246534	None	None
	964	With 52 % reporting humanitarian assistance as the main food source , this suggests that improvements in food access are likely attributable to sustained humanitarian assistance as well as own production , in areas where populations were able to harvest .	food access	Interval(105, 116)	wm/concept/causal_factor/food_security/food_access	1.0000002	wm_compositional/concept/causal_factor/social_and_political/humanitarian/food	1.0000001	wm_compositional/process/access/	0.9999998	None	None
	965	"The pipeline will increase energy security, aid economic development and reduce harmful emissions, Black Rhino Chief Executive Officer Brian Herlihy said in the statement.	aid economic development and reduce harmful emissions	Interval(45, 98)	wm/concept/causal_factor/economic_and_commerce/economic_activity/development	0.7582592	wm_compositional/concept/causal_factor/intervention/provision of goods and services/provide moving of houseHolds	0.58676034	wm_compositional/process/economic/consumption	0.5780121	None	None
	965	"The pipeline will increase energy security, aid economic development and reduce harmful emissions, Black Rhino Chief Executive Officer Brian Herlihy said in the statement.	economic development	Interval(49, 69)	wm/concept/causal_factor/economic_and_commerce/economic_activity/development	0.9486416	wm_compositional/concept/causal_factor/entity/organization	0.6279271	wm_compositional/process/management/development	1.0000004	None	None
	966	However , in October 2015 , large volumes of exports and institutional purchases by the Food Reserve Agency ( completed in October ) , led to sharp price rises .	sharp price rises	Interval(142, 159)	wm/concept/causal_factor/economic_and_commerce/economic_activity/market/price_or_cost/food_price	0.7389366	wm_compositional/concept/causal_factor/economic_and_commerce/economic activity/market/	0.5476427	wm_compositional/process/economic/inflation	0.5004315	wm_compositional/property/price	1.0
	967	The hunters had prepared the wild animals for illegal trade before the police arrested them.	illegal trade	Interval(46, 59)	wm/concept/causal_factor/economic_and_commerce/economic_activity/cross_border_trade/import/food_import	0.66980684	wm_compositional/concept/causal_factor/economic_and_commerce/economic activity/market/labor_market	0.6075431	wm_compositional/process/economic/trade	0.99999994	None	None
	967	The hunters had prepared the wild animals for illegal trade before the police arrested them.	arrested	Interval(78, 86)	wm/concept/causal_factor/social_and_political/criminal/crime	0.6874368	wm_compositional/concept/causal_factor/social_and_political/security/crime/	0.5217252	wm_compositional/process/conflict/abduction	0.53146386	None	None
	968	Kaberuka urged leaders to follow in the footsteps of Ethiopia's late Prime Minister, Meles Zenawi, whose zeal to reform his land saw him assess the country's experience, create a growth plan while establishing viable policies to enhance development.	viable policies	Interval(210, 225)	wm/concept/causal_factor/social_and_political/government/regulation	0.76138026	wm_compositional/concept/causal_factor/social_and_political/government/regulation	0.7569061	wm_compositional/process/economic/	0.61538327	None	None
	968	Kaberuka urged leaders to follow in the footsteps of Ethiopia's late Prime Minister, Meles Zenawi, whose zeal to reform his land saw him assess the country's experience, create a growth plan while establishing viable policies to enhance development.	development	Interval(237, 248)	wm/concept/causal_factor/economic_and_commerce/economic_activity/development	0.9328667	wm_compositional/concept/causal_factor/entity/organization	0.6279271	wm_compositional/process/management/development	1.0000004	None	None
	969	However , the fighting , violence and insecurity in many counties in addition to seasonal rains that have made most roads impassable , disrupted markets , transportation and commodity flows and restricted trade movements hinterland , has sustained rising prices of food .	violence	Interval(25, 33)	wm/concept/causal_factor/social_and_political/conflict/hostility	0.7785967	wm_compositional/concept/causal_factor/intervention/provision of goods and services/health/sexual violence management	0.807945	wm_compositional/process/conflict/	0.67452973	None	None
	970	While the Revolutionary Democrats ponder on reversing last year's poor export earnings to boost their revenue this time around - mainly by hoping the markets will be kind - they should focus their energy on addressing fundamental supply chain bottlenecks that continue to drain the competitive advantage out of the country on the global market.	poor export	Interval(66, 77)	wm/concept/causal_factor/economic_and_commerce/economic_activity/cross_border_trade/export/food_export	0.7957695	wm_compositional/concept/causal_factor/economic_and_commerce/economic activity/goods	0.51803035	wm_compositional/process/economic/export	1.0000001	None	None
	970	While the Revolutionary Democrats ponder on reversing last year's poor export earnings to boost their revenue this time around - mainly by hoping the markets will be kind - they should focus their energy on addressing fundamental supply chain bottlenecks that continue to drain the competitive advantage out of the country on the global market.	revenue	Interval(102, 109)	wm/concept/causal_factor/economic_and_commerce/economic_activity/market/revenue/	1.0000002	wm_compositional/concept/causal_factor/economic_and_commerce/economic activity/market/revenue	0.7885874	wm_compositional/process/economic/depreciation	0.52197844	None	None
	971	He said Kenyan troops patrolling the vast, harsh terrain had arrested several people suspected of involvement in the fighting.	the fighting	Interval(113, 125)	wm/concept/causal_factor/social_and_political/conflict/attack	0.7517205	wm_compositional/concept/causal_factor/social_and_political/security/conflict/war	0.7279488	wm_compositional/process/conflict/attack	0.5774519	None	None
