GOLD Annotated?	Index	Sentence	Entity	Character Offsets	Cause/Effect	GOLD Flat Grounding	GOLD Flat Grounding Score	GOLD Concept Grounding	GOLD Concept Score	GOLD Process Grounding	GOLD Process Score	GOLD Property Grounding	GOLD Property Score	Notes	Total annotated:	80
	788	The Security Council subsequently tightened sanctions to include, among other things, coverage of Eritrea's extortion of the 2% tax' from members of the Eritrean Diaspora, the so-called Diaspora Tax, and the introduction of due diligence reports to avert possible misuse of the resources the government might obtain from the country's developing extractive industries.	sanctions	(44,53)	effect	wm/concept/causal_factor/social_and_political/political/sanction	0.94806606	wm/concept/causal_factor/social_and_political/political/sanction	0.729705	None	None	None	None			
	789	Road injuries and acts of violence were key contributors to premature death in Latin America and the Caribbean .	acts of violence	(18,34)	cause	wm/concept/causal_factor/social_and_political/criminal/crime	0.7480928	wm/concept/causal_factor/intervention/provision of goods and services/health/sexual violence management	0.807945	wm/process/conflict/	0.67452973	None	None			
	789	Road injuries and acts of violence were key contributors to premature death in Latin America and the Caribbean .	premature death in Latin America	(60,92)	effect	wm/concept/causal_factor/health_and_life/death	0.8384323	wm/concept/causal_factor/health_and_life/death	0.7663121	wm/process/conflict/attack	0.5003096	None	None			
	790	The increase in authoritarianism and conflict has triggered violence and human rights abuses in the Horn of Africa, the African Great Lakes and the eastern part of the continent, Amnesty International said in its report released on Wednesday.	conflict	(37,45)	cause	wm/concept/causal_factor/social_and_political/conflict/	1.0000001	wm/concept/causal_factor/social_and_political/conflict/	1.0000001	wm/process/conflict/	1.0000001	None	None			
	790	The increase in authoritarianism and conflict has triggered violence and human rights abuses in the Horn of Africa, the African Great Lakes and the eastern part of the continent, Amnesty International said in its report released on Wednesday.	violence	(60,68)	effect	wm/concept/causal_factor/social_and_political/conflict/hostility	0.7785967	wm/concept/causal_factor/intervention/provision of goods and services/health/sexual violence management	0.807945	wm/process/conflict/	0.67452973	None	None			
	791	A major limitation for this study was the inability to survey Unity state , primarily due to the prevailing insecurity .	prevailing insecurity	(97,118)	cause	wm/concept/causal_factor/social_and_political/threat/physical_insecurity	0.7844864	wm/concept/causal_factor/social_and_political/physical_insecurity	0.85224354	wm/process/conflict/	0.5429774	wm/property/security	1.0			
	791	A major limitation for this study was the inability to survey Unity state , primarily due to the prevailing insecurity .	survey Unity state	(55,73)	effect	wm/concept/causal_factor/social_and_political/government/census	0.63776124	wm/concept/causal_factor/social_and_political/government/census	0.852495	None	None	None	None			
	792	In 2006, Muir founded the South African-based Umzi Wethu programme, which targets vulnerable youth "that show resilience and ambition, but despair of opportunities to support their households", and gives them the skills and training they need to become highly employable young adults.	support their households	(167,191)	cause	wm/concept/causal_factor/interventions/provision_of_goods_and_services/household_solid_waste_management	0.7490528	wm/concept/causal_factor/intervention/institutional support/	0.81796104	None	None	None	None			
	792	In 2006, Muir founded the South African-based Umzi Wethu programme, which targets vulnerable youth "that show resilience and ambition, but despair of opportunities to support their households", and gives them the skills and training they need to become highly employable young adults.	their households	(175,191)	effect	wm/concept/causal_factor/food_security/household_food_storage	0.7706331	wm/concept/causal_factor/economic_and_commerce/economic_activity/market/revenue	0.54187465	None	None	None	None			
	793	蘑 International crude oil and petroleum product consumption is expected to increase in 2018 due to improved global economic growth expectations and increased world trade (U.S. Energy Information Administration).	improved global economic growth expectations and increased	(99,157)	cause	wm/concept/causal_factor/trend	0.86026675	wm/concept/causal_factor/economic_and_commerce/economic_activity/	0.64329344	wm/process/economic/	0.64329344	None	None			
	793	蘑 International crude oil and petroleum product consumption is expected to increase in 2018 due to improved global economic growth expectations and increased world trade (U.S. Energy Information Administration).	global economic growth expectations	(108,143)	effect	wm/concept/causal_factor/crisis_and_disaster/economic/	0.85500246	wm/concept/causal_factor/economic_and_commerce/economic_activity/	0.64329344	wm/process/economic/	0.64329344	None	None			
	794	Any balanced examination of the situation would lead to the conclusion that this measure cannot have been motivated by any genuine considerations of the rule of law.	by any genuine considerations of the rule of law	(117,165)	cause	wm/concept/causal_factor/social_and_political/government/regulation	0.7713771	wm/concept/causal_factor/social_and_political/government/regulation	0.7956295	None	None	None	None			
	794	Any balanced examination of the situation would lead to the conclusion that this measure cannot have been motivated by any genuine considerations of the rule of law.	have been motivated by any genuine considerations of the rule of law	(97,165)	effect	wm/concept/causal_factor/interventions/provision_of_goods_and_services/legal_aid_for_displaced_persons	0.77149564	wm/concept/causal_factor/economic_and_commerce/economic_activity/livelihood	0.5311051	None	None	None	None			
	795	David Bull , UNICEF UK 's executive director , said : '' When children are facing famine , because crops have failed , because food is scarce , it 's time to share a little of what we've got .	food	(127,131)	cause	wm/concept/causal_factor/health_and_life/nutrition/food_intake	1.0000001	wm/concept/causal_factor/social_and_political/humanitarian/food	1.0000001	wm/process/economic/consumption	0.5035498	None	None			
	796	A small number of host community members will also require assistance due to pressure on their limited resources to support displaced populations .	pressure on their limited resources to support displaced populations	(77,145)	cause	wm/concept/causal_factor/interventions/provision_of_goods_and_services/legal_aid_for_displaced_persons	0.79987204	wm/concept/causal_factor/crisis_and_disaster/crisis/weather_issue/cold_temperature	0.5836241	wm/process/migration/migration	0.5300927	None	None			
	796	A small number of host community members will also require assistance due to pressure on their limited resources to support displaced populations .	assistance	(59,69)	effect	wm/concept/causal_factor/interventions/provision_of_goods_and_services/legal_aid_for_displaced_persons	0.7520787	wm/concept/causal_factor/intervention/humanitarian assistance	0.7837395	wm/process/access/access	0.5246534	None	None			
	797	As of December 6, heavy rains in parts of the Gedo and Lower Juba regions in southern Somalia continued to cause localized floods, restricting road access and hampering the timely delivery of humanitarian assistance, according to OCHA.	heavy rains	(18,29)	cause	wm/concept/causal_factor/environmental/meteorologic/precipitation/rainfall	0.78485125	wm/concept/causal_factor/indicator_and_reported_property/weather/rainfall	0.7421105	None	None	None	None			
	797	As of December 6, heavy rains in parts of the Gedo and Lower Juba regions in southern Somalia continued to cause localized floods, restricting road access and hampering the timely delivery of humanitarian assistance, according to OCHA.	localized floods	(113,129)	effect	wm/concept/causal_factor/crisis_and_disaster/environmental_disasters/natural_disaster/flooding	0.80807894	wm/concept/causal_factor/environmental/precipitation/flooding	0.7626404	None	None	None	None			
	798	Their cases are being attended to by the relevant authorities."	being attended to by the relevant authorities.	(16,62)	cause	wm/concept/causal_factor/interventions/provision_of_goods_and_services/provision_of_non_formal_education	0.76250434	None	None	None	None	None	None			
	798	Their cases are being attended to by the relevant authorities."	authorities	(50,61)	effect	wm/concept/causal_factor/interventions/institutional_support/capacity_building_of_national_authorities_on_human_rights	0.7043141	wm/concept/causal_factor/social_and_political/government/	0.67745703	wm/process/conflict/abduction	0.53148913	None	None			
	799	Think of them as two siblings whose very closeness exaggerates their animosity - but remember that this family feud has already killed tens of thousands, and Ethiopia's recent cross-border adventures are raising fears of more violence to come.	recent cross-border adventures	(169,199)	cause	wm/concept/causal_factor/crisis_and_disaster/economic/economic_crisis	0.4508588	None	None	None	None	None	None			
	799	Think of them as two siblings whose very closeness exaggerates their animosity - but remember that this family feud has already killed tens of thousands, and Ethiopia's recent cross-border adventures are raising fears of more violence to come.	fears	(212,217)	effect	wm/concept/causal_factor/social_and_political/threat/physical_insecurity	0.73100245	wm/concept/causal_factor/intervention/provision of goods and services/health/sexual violence management	0.807945	wm/process/conflict/	0.67452973	None	None			
	800	A decline in price reduces producers income and reduces food security.	price	(13,18)	cause	wm/concept/causal_factor/economic_and_commerce/economic_activity/market/price_or_cost/	0.9282232	wm/concept/causal_factor/economic_and_commerce/economic_activity/market/	0.5476427	None	None	wm/property/price	1.0			
	800	A decline in price reduces producers income and reduces food security.	income	(37,43)	effect	wm/concept/causal_factor/economic_and_commerce/economic_activity/market/revenue/farmer_income	0.86619836	wm/concept/causal_factor/economic_and_commerce/economic_activity/market/revenue	0.87888277	wm/process/economic/depreciation	0.57280904	None	None			
	801	The project is funded by the European Union under its SHARE program amounting 9.2 million Euros to implement a progressive control program for peste des petits ruminants (PPR), also known as sheep and goat plague, a highly contagious animal disease affecting small ruminants.	contagious animal disease affecting small ruminants	(223,274)	cause	wm/concept/causal_factor/agriculture/livestock_disease	0.8320529	wm/concept/causal_factor/health_and_life/disease/	1.0000001	None	None	None	None			
	801	The project is funded by the European Union under its SHARE program amounting 9.2 million Euros to implement a progressive control program for peste des petits ruminants (PPR), also known as sheep and goat plague, a highly contagious animal disease affecting small ruminants.	animal disease affecting	(234,258)	effect	wm/concept/causal_factor/agriculture/livestock_disease	0.83314973	wm/concept/causal_factor/health_and_life/disease/	1.0000001	None	None	None	None			
	802	However, the recent pastoralist growing interest to embrace drought-tolerant species (camel), in the prevailing circumstance of climate-induced growing local food insecurity, is evidently faced with the problem of soaring camel prices driven by competitive international market pressures.	competitive international market	(245,277)	cause	wm/concept/causal_factor/economic_and_commerce/economic_activity/competition	0.8701519	wm/concept/causal_factor/economic_and_commerce/economic_activity/market/	1.0000002	wm/process/economic/	0.5867855	None	None			
	802	However, the recent pastoralist growing interest to embrace drought-tolerant species (camel), in the prevailing circumstance of climate-induced growing local food insecurity, is evidently faced with the problem of soaring camel prices driven by competitive international market pressures.	prices	(228,234)	effect	wm/concept/causal_factor/economic_and_commerce/economic_activity/market/price_or_cost/	0.9282232	wm/concept/causal_factor/economic_and_commerce/economic_activity/market/	0.58985335	None	None	wm/property/price	1.0			
	803	A lack of access to food aid was one of the main reasons 260,000 people died in Somalia's 2011 famine, also caused by drought and conflict.	2011 famine	(90,101)	cause	wm/concept/causal_factor/crisis_and_disaster/famine	0.66498476	wm/concept/causal_factor/health_and_life/famine	1.0	None	None	None	None			
	803	A lack of access to food aid was one of the main reasons 260,000 people died in Somalia's 2011 famine, also caused by drought and conflict.	died	(72,76)	effect	wm/concept/causal_factor/health_and_life/death	0.49334058	wm/concept/causal_factor/health_and_life/death	0.5242893	None	None	None	None			
	804	Kiir and Machar met for the second time since the conflict started in mid-December.	conflict started	(50,66)	cause	wm/concept/causal_factor/social_and_political/conflict/	0.7990961	None	None	None	None	None	None			
	804	Kiir and Machar met for the second time since the conflict started in mid-December.	the conflict started	(46,66)	effect	wm/concept/causal_factor/social_and_political/conflict/	0.7990961	None	None	None	None	None	None			
	805	The company markets bulk petroleum products in crude oil and refined forms and LPG to various countries in East, Central and Southern Africa and in the Indian Ocean Islands.	The company markets	(0,19)	cause	wm/concept/causal_factor/economic_and_commerce/economic_activity/market/	0.8796393	wm/concept/causal_factor/economic_and_commerce/economic_activity/market/	0.8683015	wm/process/economic/	0.6246313	None	None			
	805	The company markets bulk petroleum products in crude oil and refined forms and LPG to various countries in East, Central and Southern Africa and in the Indian Ocean Islands.	petroleum products	(25,43)	effect	wm/concept/causal_factor/economic_and_commerce/economic_activity/market/fuel	0.74336576	wm/concept/causal_factor/economic_and_commerce/economic_activity/market/fuel	0.8171064	None	None	None	None			
	806	In terms of pastoral areas, special efforts are made to enhance specialization in livestock production and marketing through the provision of water supply for the community and their livestock as well.	special efforts	(28,43)	cause	wm/concept/causal_factor/interventions/provision_of_goods_and_services/household_relief_non_food_item_package	0.6212328	wm/concept/causal_factor/intervention/humanitarian assistance	0.702309	wm/process/management/conservation	0.56439507	None	None			
	806	In terms of pastoral areas, special efforts are made to enhance specialization in livestock production and marketing through the provision of water supply for the community and their livestock as well.	livestock production	(82,102)	effect	wm/concept/causal_factor/agriculture/livestock_production	0.8848296	wm/concept/causal_factor/agriculture/livestock	0.90724725	wm/process/agriculture/	0.6849187	None	None			
	807	Outdoor air pollution is estimated to cause 3.7 million premature deaths annually .	Outdoor air pollution	(0,21)	cause	wm/concept/causal_factor/environmental/pollution/	0.749132	wm/concept/causal_factor/environmental/pollution/	1.0000001	wm/process/environment/pollution	1.0000001	None	None			
	807	Outdoor air pollution is estimated to cause 3.7 million premature deaths annually .	3.7 million premature deaths	(44,72)	effect	wm/concept/causal_factor/health_and_life/death	0.8384323	wm/concept/causal_factor/health_and_life/death	0.6539893	None	None	None	None			
	808	Because of Africa 's heavy dependence on natural resources and agriculture , and because of limited capacities in many African communities , the repercussions of climate change here are particularly ominous .	repercussions of climate change here	(145,181)	effect	wm/concept/causal_factor/environmental/climate_change_mitigation	0.71638083	wm/concept/causal_factor/environmental/climate_change	1.0	wm/process/migration/migration	0.6461778	None	None			
	809	However, OCHAs Gedeo-West Guji Displacement Crisis report from October 9th indicates that some IDPs that had returned to their area of origin have started to go back to Gedeo due to insecurity.	some IDPs that had returned to their area of origin	(90,141)	cause	wm/concept/causal_factor/social_and_political/migration/migration_returnees	0.7610183	None	None	None	None	None	None			
	809	However, OCHAs Gedeo-West Guji Displacement Crisis report from October 9th indicates that some IDPs that had returned to their area of origin have started to go back to Gedeo due to insecurity.	some IDPs that had returned to their area of origin have started to go back to Gedeo due to insecurity	(90,192)	effect	wm/concept/causal_factor/health_and_life/basic_needs	0.76022893	None	None	None	None	None	None			
	810	About 25% of the respondents said that their farm lands have decreased due to high cost of inputs and shortage of rainfall that resulted in crop failure (Figure 4).	high cost	(78,87)	cause	wm/concept/causal_factor/economic_and_commerce/economic_activity/market/price_or_cost/cost_of_transportation	0.82049286	wm/concept/causal_factor/economic_and_commerce/economic_activity/market/revenue	0.66355956	None	None	wm/property/price	1.0			
	810	About 25% of the respondents said that their farm lands have decreased due to high cost of inputs and shortage of rainfall that resulted in crop failure (Figure 4).	decreased	(61,70)	effect	wm/concept/causal_factor/trend	0.8907957	wm/concept/causal_factor/indicator_and_reported_property/conflict/population displacement	0.51804733	wm/process/economic/consumption	0.5467446	None	None			
	811	Diplomats and analysts say there could be potential for any militant groups to exploit sectarian divisions and trigger violence .	militant groups	(60,75)	cause	wm/concept/causal_factor/social_and_political/population_group/	0.7289317	wm/concept/causal_factor/entity/person_and_group/population	0.77818984	None	None	None	None			
	811	Diplomats and analysts say there could be potential for any militant groups to exploit sectarian divisions and trigger violence .	violence	(119,127)	effect	wm/concept/causal_factor/social_and_political/conflict/hostility	0.7785967	wm/concept/causal_factor/intervention/provision of goods and services/health/sexual violence management	0.807945	wm/process/conflict/	0.67452973	None	None			
	812	Much of the early work on global food prospects , international agricultural trade , international mechanisms for supporting food security , and the role of agriculture in economic development led to research outcomes that were truly international public goods ( IPGs ) and that appealed to a broad audience , including international development agencies ; academia ; and policy makers in a few , mostly large , developing countries ( for example , India ) .	role of agriculture in economic development	(149,192)	cause	wm/concept/causal_factor/economic_and_commerce/economic_activity/development	0.94086856	wm/concept/causal_factor/agriculture/	1.0000002	wm/process/agriculture/	1.0000002	None	None			
	812	Much of the early work on global food prospects , international agricultural trade , international mechanisms for supporting food security , and the role of agriculture in economic development led to research outcomes that were truly international public goods ( IPGs ) and that appealed to a broad audience , including international development agencies ; academia ; and policy makers in a few , mostly large , developing countries ( for example , India ) .	research outcomes	(200,217)	effect	wm/concept/causal_factor/interventions/provision_of_goods_and_services/clinical_management_of_sexual_violence	0.70676064	wm/concept/causal_factor/intervention/	0.63444674	wm/process/management/development	0.5828723	None	None			
	813	The government actively tried to evaluate the potential of creating this industry in the 1960s to early 1970s.	The government	(0,14)	cause	wm/concept/causal_factor/social_and_political/government/	1.0000002	wm/concept/causal_factor/social_and_political/government/	1.0000002	wm/process/economic/	0.6576553	None	None			
	813	The government actively tried to evaluate the potential of creating this industry in the 1960s to early 1970s.	The government actively tried to evaluate the potential of creating this industry in the 1960s to early 1970s	(0,109)	effect	wm/concept/causal_factor/economic_and_commerce/economic_activity/market/labor_market	0.7888187	None	None	None	None	None	None			
	814	The government has already imposed an export ban in an effort to reduce outflows and is offloading food from the government reserves to regulate the prices.	is offloading food from the government reserves to regulate the prices	(85,155)	cause	wm/concept/causal_factor/economic_and_commerce/economic_activity/market/food_stocks	0.835792	None	None	None	None	None	None			
	814	The government has already imposed an export ban in an effort to reduce outflows and is offloading food from the government reserves to regulate the prices.	the prices	(145,155)	effect	wm/concept/causal_factor/economic_and_commerce/economic_activity/market/price_or_cost/	0.9282232	wm/concept/causal_factor/economic_and_commerce/economic_activity/market/	0.58985335	None	None	wm/property/price	1.0			
	815	While Gaddafi accepted the AU proposals, which would have seen him retain power through a political transition, he later reneged on an agreed ceasefire, leaving Zuma with egg on his face.	which would have seen him retain power through a political transition	(41,110)	cause	wm/concept/causal_factor/health_and_life/basic_needs	0.78239465	wm/concept/causal_factor/intervention/institutional support/protection/capacity building human right	0.5004228	None	None	None	None			
	815	While Gaddafi accepted the AU proposals, which would have seen him retain power through a political transition, he later reneged on an agreed ceasefire, leaving Zuma with egg on his face.	power	(74,79)	effect	wm/concept/causal_factor/access/infrastructure_access/electrical	0.7264957	wm/concept/causal_factor/infrastructure/electrical	0.6811554	None	None	None	None			
	816	The envoy identified agriculture, textile, infrastructure and technology as key sectors where Indian investments in Ethiopia will see a major upsurge.	Indian investments	(94,112)	cause	wm/concept/causal_factor/economic_and_commerce/economic_activity/currency	0.63002765	wm/concept/causal_factor/economic_and_commerce/economic_activity/market/assets	0.7058995	wm/process/economic/	0.5903634	None	None			
	816	The envoy identified agriculture, textile, infrastructure and technology as key sectors where Indian investments in Ethiopia will see a major upsurge.	a major upsurge	(134,149)	effect	wm/concept/causal_factor/trend	0.60434425	None	None	None	None	None	None			
	817	Areas normally producing surplus food in the Horn of Africa country's central Oromia region were also affected by shortages, the statement said, adding lack of water had decreased livestock production and caused livestock deaths in other pastoralist areas.	lack	(152,156)	cause	wm/concept/causal_factor/social_and_political/threat/physical_insecurity	0.6818383	wm/concept/causal_factor/environmental/natural_resources/water_commodity	0.9322416	wm/process/agriculture/failure	0.5728975	wm/property/supply	1.0			
	817	Areas normally producing surplus food in the Horn of Africa country's central Oromia region were also affected by shortages, the statement said, adding lack of water had decreased livestock production and caused livestock deaths in other pastoralist areas.	livestock deaths	(212,228)	effect	wm/concept/causal_factor/agriculture/livestock_disease	0.7950367	wm/concept/causal_factor/agriculture/livestock	0.90724725	wm/process/agriculture/	0.6849187	None	None			
	818	Jul 16, 2015 (The Ethiopian Herald/All Africa Global Media via COMTEX) -- The 3rd International Financing for Development Conference yesterday launched Addis Tax Initiative with a view to helping countries across the world especially developing countries raise tax substantially.	developing countries	(234,254)	cause	wm/concept/causal_factor/economic_and_commerce/economic_activity/development	0.730911	wm/concept/causal_factor/entity/person_and_group/population	0.5818511	wm/process/economic/	0.54305035	None	None			
	818	Jul 16, 2015 (The Ethiopian Herald/All Africa Global Media via COMTEX) -- The 3rd International Financing for Development Conference yesterday launched Addis Tax Initiative with a view to helping countries across the world especially developing countries raise tax substantially.	tax	(261,264)	effect	wm/concept/causal_factor/social_and_political/government/tax_duty	0.8801526	wm/concept/causal_factor/social_and_political/government/tax_duty	0.81276214	wm/process/economic/depreciation	0.54722536	None	None			
	819	When indigenous peoples are involved, the Bank's policy requires additional procedures to ensure that the consultation, compensation, and relocation process respects the cultural and physical needs of the affected community.	ensure	(90,96)	cause	wm/concept/causal_factor/interventions/institutional_support/providing_educational_materials	0.71294075	wm/concept/causal_factor/intervention/provision of goods and services/provide hygiene tool	0.69976485	wm/process/access/access	0.579661	None	None			
	819	When indigenous peoples are involved, the Bank's policy requires additional procedures to ensure that the consultation, compensation, and relocation process respects the cultural and physical needs of the affected community.	policy	(49,55)	effect	wm/concept/causal_factor/social_and_political/government/regulation	0.86624277	wm/concept/causal_factor/social_and_political/government/regulation	0.79189914	wm/process/economic/	0.63162696	None	None			
	820	More than 1,000 people killed since violence began * Western powers, neighbours fear civil war in South Sudan	violence	(36,44)	cause	wm/concept/causal_factor/social_and_political/conflict/hostility	0.7785967	wm/concept/causal_factor/intervention/provision of goods and services/health/sexual violence management	0.807945	wm/process/conflict/	0.67452973	None	None			
	820	More than 1,000 people killed since violence began * Western powers, neighbours fear civil war in South Sudan	killed	(23,29)	effect	wm/concept/causal_factor/social_and_political/conflict/attack	0.6860429	wm/concept/causal_factor/social_and_political/conflict/war	0.5853507	wm/process/conflict/attack	0.5902994	None	None			
	821	Furthermore the government should strengthen the South Sudan Investment Authority ( SSIA ) , enabling it play its role of identifying , attracting and supporting the type of foreign direct investors whose commercial interests are aligned with the strategies outlined in this Report .	government	(16,26)	cause	wm/concept/causal_factor/social_and_political/government/	1.0000002	wm/concept/causal_factor/social_and_political/government/	1.0000002	wm/process/economic/	0.6576553	None	None			
	822	Millions of lives are at stake in the drought and famine in East Africa, but aid is hampered by security concerns in Somalia and donors surprised by the severity of the crisis.	by security concerns in Somalia and donors surprised by the severity of the crisis	(93,175)	cause	wm/concept/causal_factor/interventions/information_services/food_security_or_famine_early_warning_system	0.7691053	wm/concept/causal_factor/social_and_political/	1.0000002	wm/process/economic/	0.5896913	wm/property/security	1.0			
	822	Millions of lives are at stake in the drought and famine in East Africa, but aid is hampered by security concerns in Somalia and donors surprised by the severity of the crisis.	aid	(77,80)	effect	wm/concept/causal_factor/interventions/provision_of_goods_and_services/legal_aid_for_displaced_persons	0.76209486	wm/concept/causal_factor/intervention/humanitarian assistance	0.7800777	None	None	None	None			
	823	The government also needs to take measures to improve seed quality and increase the country ' s seed certification capabilities , as well as to streamline the processes of seed testing , certification , and multiplication .	government	(4,14)	cause	wm/concept/causal_factor/social_and_political/government/	1.0000002	wm/concept/causal_factor/social_and_political/government/	1.0000002	wm/process/economic/	0.6576553	None	None			
	824	An estimated 28 people, perhaps more, died when student protests against plans to expand Addis Ababa into the neighbouring Oromia Regional State turned violent and security forces used lethal force.	protests	(56,64)	cause	wm/concept/causal_factor/social_and_political/conflict/demonstrate	0.7964454	wm/concept/causal_factor/social_and_political/conflict/demonstrate	0.79567367	None	None	None	None			
	824	An estimated 28 people, perhaps more, died when student protests against plans to expand Addis Ababa into the neighbouring Oromia Regional State turned violent and security forces used lethal force.	died	(38,42)	effect	wm/concept/causal_factor/health_and_life/death	0.49334058	wm/concept/causal_factor/health_and_life/death	0.5242893	None	None	None	None			
	825	Gashaw Debebe, secretary general of the Ethiopian Chamber of Commerce and Sectorial Association (ECCSA), said that the GSP scheme to grant autonomous trade preferences would help Ethiopia to eradicate poverty, and at the same time promote sustainable development by strengthening it's foreign trade.	help Ethiopia to eradicate poverty	(174,208)	cause	wm/concept/causal_factor/economic_and_commerce/poverty	0.7529639	wm/concept/causal_factor/health_and_life/basic_needs	0.6876934	None	None	None	None			
	825	Gashaw Debebe, secretary general of the Ethiopian Chamber of Commerce and Sectorial Association (ECCSA), said that the GSP scheme to grant autonomous trade preferences would help Ethiopia to eradicate poverty, and at the same time promote sustainable development by strengthening it's foreign trade.	Ethiopia to eradicate poverty	(179,208)	effect	wm/concept/causal_factor/economic_and_commerce/poverty	0.7637931	wm/concept/causal_factor/health_and_life/disease/human_disease	0.51863205	None	None	None	None			
	826	UNHCR has said Ethiopia had also been experiencing prolonged drought which might further worsen the situation for these Somali asylum seekers.	prolonged drought	(51,68)	cause	wm/concept/causal_factor/crisis_and_disaster/environmental_disasters/natural_disaster/drought	0.83153266	wm/concept/causal_factor/environmental/precipitation/drought	1.0000001	wm/process/environment/climate_change	0.56830245	None	None			
	826	UNHCR has said Ethiopia had also been experiencing prolonged drought which might further worsen the situation for these Somali asylum seekers.	worsen	(89,95)	effect	wm/concept/causal_factor/crisis_and_disaster/famine	0.5787455	wm/concept/causal_factor/indicator_and_reported_property/health/Global Acute Malnutrition (GAM) rate	0.53465545	None	None	None	None			
	828	Global crude oil prices declined steadily since June 2014 as result of ample global supplies from continued rapid expansion of unconventional oil production in North America and the reemergence of oil from suppliers such as Libya and Iraq and weakening global import demand .	weakening global import demand	(243,273)	cause	wm/concept/causal_factor/economic_and_commerce/economic_activity/market/demand/	0.8085824	wm/concept/causal_factor/economic_and_commerce/economic_activity/market/labor_market	0.6713355	wm/process/economic/import	1.0	wm/property/demand	1.0			
	828	Global crude oil prices declined steadily since June 2014 as result of ample global supplies from continued rapid expansion of unconventional oil production in North America and the reemergence of oil from suppliers such as Libya and Iraq and weakening global import demand .	Global crude oil prices	(0,23)	effect	wm/concept/causal_factor/economic_and_commerce/economic_activity/market/price_or_cost/oil_price	0.9323887	wm/concept/causal_factor/economic_and_commerce/economic_activity/market/fuel	0.7797641	None	None	wm/property/price	1.0			
	829	These supplies are being used to provide immediate assistance to drought and flood affected populations based on requests from regional governments and other partners.	drought	(65,72)	cause	wm/concept/causal_factor/crisis_and_disaster/environmental_disasters/natural_disaster/drought	0.9092204	wm/concept/causal_factor/environmental/precipitation/drought	1.0000001	wm/process/environment/climate_change	0.56830245	None	None			
	829	These supplies are being used to provide immediate assistance to drought and flood affected populations based on requests from regional governments and other partners.	These supplies	(0,14)	effect	wm/concept/causal_factor/economic_and_commerce/economic_activity/market/supply/	0.81217253	wm/concept/causal_factor/social_and_political/education/educational_materials	0.66259336	wm/process/management/storage	0.54257965	None	None			
	830	Police units blocked roads to prevent the protest at the embassy from growing .	roads	(21,26)	cause	wm/concept/causal_factor/access/infrastructure_access/road_access	0.82654154	wm/concept/causal_factor/infrastructure/road	0.7821513	wm/process/transportation/	0.5109719	None	None			
	830	Police units blocked roads to prevent the protest at the embassy from growing .	protest	(42,49)	effect	wm/concept/causal_factor/social_and_political/conflict/demonstrate	0.7964454	wm/concept/causal_factor/social_and_political/conflict/demonstrate	0.8111587	wm/process/conflict/strike	0.52384984	None	None			
	831	Hailemariam said in addition to tackling the impact of the El Nino induced drought, the government is working to alleviate psychological impact of the current drought across the country and to help victims prepare for the next belg or farming season,	induced drought	(67,82)	cause	wm/concept/causal_factor/crisis_and_disaster/environmental_disasters/natural_disaster/drought	0.7607898	None	None	wm/process/migration/seasonal_migration	0.50093615	None	None			
	831	Hailemariam said in addition to tackling the impact of the El Nino induced drought, the government is working to alleviate psychological impact of the current drought across the country and to help victims prepare for the next belg or farming season,	the impact	(41,51)	effect	wm/concept/causal_factor/interventions/provision_of_goods_and_services/public_information_campaigns_on_explosive_hazards	0.7112879	wm/concept/causal_factor/environmental/precipitation/drought	1.0000001	wm/process/economic/	0.6390533	None	None			
	832	After independence, Eritrea had established a growing and healthy economy.	independence	(6,18)	cause	wm/concept/causal_factor/social_and_political/political/independence	0.93215674	wm/concept/causal_factor/social_and_political/political/independence	0.93215674	wm/process/conflict/	0.5353817	None	None			
	832	After independence, Eritrea had established a growing and healthy economy.	healthy economy	(58,73)	effect	wm/concept/causal_factor/crisis_and_disaster/economic/	0.70598835	wm/concept/causal_factor/economic_and_commerce/economic_activity/	0.8339736	wm/process/economic/	0.8339736	None	None			
	833	More than 6,800 people have been killed since the Saudi-led intervention began, almost two-thirds of them civilians, the United Nations says.	killed	(33,39)	effect	wm/concept/causal_factor/social_and_political/conflict/attack	0.6860429	wm/concept/causal_factor/social_and_political/conflict/war	0.5853507	wm/process/conflict/attack	0.5902994	None	None			
	835	The 3,500-strong AMISOM peacekeeping force in Mogadishu has been the subject of scrutiny since thousands of Ethiopian troops withdrew after an unpopular, two-year military intervention.	thousands of Ethiopian troops withdrew after an unpopular, two-year military intervention	(95,184)	cause	wm/concept/causal_factor/social_and_political/conflict/war	0.7945134	None	None	None	None	None	None			
	835	The 3,500-strong AMISOM peacekeeping force in Mogadishu has been the subject of scrutiny since thousands of Ethiopian troops withdrew after an unpopular, two-year military intervention.	The 3,500-strong AMISOM peacekeeping force in Mogadishu has been the subject of scrutiny since thousands of Ethiopian troops withdrew after an unpopular, two-year military intervention.	(0,185)	effect	wm/concept/causal_factor/interventions/provision_of_goods_and_services/legal_aid_for_displaced_persons	0.7632805	wm/concept/causal_factor/social_and_political/government/regulation	0.61326337	None	None	None	None			
	836	The inter-connection of the power grids of the two countries is expected to enable Kenya access additional electricity to fix energy supply shortage that has been experienced in recent years as a result of erratic weather patterns and rapid economic growth .	Kenya access additional electricity	(83,118)	cause	wm/concept/causal_factor/access/infrastructure_access/electrical	0.8495834	wm/concept/causal_factor/social_and_political/humanitarian/basic_services	0.5957159	wm/process/access/	0.9999998	None	None			
